sentence1,sentence2,score
Waspada Sindiket Penipuan Yang Menyalahgunakan Nama Dan Logo TNB Dengan Menawarkan Jawatan Kosong,Waspada Sindiket Penipuan Yang Menyalahgunakan Nama Dan Logo TNB Dengan Menawarkan Jawatan Kosong,1.0
Waspada Hujan Berterusan Yang Dijangka Melibatkan Sarawak Sehingga 20 Januari 2025,Waspada Hujan Berterusan Yang Dijangka Melibatkan Sarawak Sehingga 20 Januari 2025,1.0
"Lembaga TH Rujuk Silang Maklumat Bakal Jemaah Haji Dengan Agensi Kerajaan Bagi Penentuan Kategori B40, M40 Dan T20","Lembaga TH Rujuk Silang Maklumat Bakal Jemaah Haji Dengan Agensi Kerajaan Bagi Penentuan Kategori B40, M40 Dan T20",1.0
Waspada Produk Kosmetik Yang Mengandungi Racun Berjadual,Waspada Produk Kosmetik Yang Mengandungi Racun Berjadual,1.0
"Waspada Dokumen Palsu Yang Menyalahgunakan Logo Jata Negara dan Badan Peguam Negara, Serta Tandatangan Ketua Polis Negara Berkaitan Prosiding Jenayah","Waspada Dokumen Palsu Yang Menyalahgunakan Logo Jata Negara dan Badan Peguam Negara, Serta Tandatangan Ketua Polis Negara Berkaitan Prosiding Jenayah",1.0
Waspada Aktiviti Mengutip Kerang Di Persisiran Pantai Daerah Dungun,Waspada Aktiviti Mengutip Kerang Di Persisiran Pantai Daerah Dungun,1.0
Waspada ‘Magic Musroom’ Yang Diproses Daripada Ganja Sintetik Dalam Bentuk Cecair Untuk Penggunaan Rokok Elektronik,Waspada ‘Magic Musroom’ Yang Diproses Daripada Ganja Sintetik Dalam Bentuk Cecair Untuk Penggunaan Rokok Elektronik,1.0
Penjelasan Berkenaan Produk “Ham and Cheese Sandwich” Yang Diragui Status Halal,Penjelasan Berkenaan Produk “Ham and Cheese Sandwich” Yang Diragui Status Halal,1.0
Dakwaan Kertas Soalan Peperiksaan Sejarah SPM Tahun 2024 Bocor Adalah Tidak Benar,Dakwaan Kertas Soalan Peperiksaan Sejarah SPM Tahun 2024 Bocor Adalah Tidak Benar,1.0
Waspada Luruan Monsun Kuat Yang Dijangka Memasuki Rantau Negara Dari 9 Hingga 13 Januari 2025,Waspada Luruan Monsun Kuat Yang Dijangka Memasuki Rantau Negara Dari 9 Hingga 13 Januari 2025,1.0
Waspada Terhadap Ejen Luar Yang Mewakili Pihak BSN Untuk Urusan Permohonan Pembiayaan Atau Pinjaman,Waspada Terhadap Ejen Luar Yang Mewakili Pihak BSN Untuk Urusan Permohonan Pembiayaan Atau Pinjaman,1.0
Waspada Taktik Penipuan Yang Menyamar Sebagai Pakar Perubatan Dalam Mempromosikan Iklan Produk Perubatan Palsu,Waspada Taktik Penipuan Yang Menyamar Sebagai Pakar Perubatan Dalam Mempromosikan Iklan Produk Perubatan Palsu,1.0
Tiada Syarat Jalani Pemeriksaan Fizikal Kepada Golongan Umur 60 Tahun Ke Atas Untuk Memperbaharui Lesen,Tiada Syarat Jalani Pemeriksaan Fizikal Kepada Golongan Umur 60 Tahun Ke Atas Untuk Memperbaharui Lesen,1.0
JPA Tidak Pernah Mengeluarkan Sebarang Arahan Mewajibkan Semua Pegawai Miliki BMI Yang Seimbang,JPA Tidak Pernah Mengeluarkan Sebarang Arahan Mewajibkan Semua Pegawai Miliki BMI Yang Seimbang,1.0
Penjelasan Status Halal Produk Ayam Jenama Lotus’s,Penjelasan Status Halal Produk Ayam Jenama Lotus’s,1.0
Waspada Taktik Penipuan Yang Menjalankan Kutipan Sumbangan Buku Kepada Mangsa Banjir Dengan Menggunakan Nama PKB,Waspada Taktik Penipuan Yang Menjalankan Kutipan Sumbangan Buku Kepada Mangsa Banjir Dengan Menggunakan Nama PKB,1.0
Kenyataan Media Mengenai Adendum Penahanan Rumah Adalah Tidak Benar,Kenyataan Media Mengenai Adendum Penahanan Rumah Adalah Tidak Benar,1.0
"Waspada Akaun TikTok Palsu Yang Menyamar Dan Menggunakan Nama, Logo Rasmi SPRM","Waspada Akaun TikTok Palsu Yang Menyamar Dan Menggunakan Nama, Logo Rasmi SPRM",1.0
Waspada Taktik Penipuan Yang Menawarkan Perkhidmatan Berkaitan Usikan Meter TNB,Waspada Taktik Penipuan Yang Menawarkan Perkhidmatan Berkaitan Usikan Meter TNB,1.0
Penjelasan Berkenaan Ayam Yang Didakwa Tidak Disembelih,Penjelasan Berkenaan Ayam Yang Didakwa Tidak Disembelih,1.0
Dakwaan Pelepasan Air Empangan Pergau Adalah Tidak Benar,Dakwaan Pelepasan Air Empangan Pergau Adalah Tidak Benar,1.0
Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia (CSM),Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia (CSM),1.0
Waspada Jangkaan Hujan Yang Berterusan Sehingga 29 November 2024,Waspada Jangkaan Hujan Yang Berterusan Sehingga 29 November 2024,1.0
Waspada SMS Yang Mengandungi Pautan Phishing Berkaitan Lesen Memandu Untuk Tujuan Penipuan,Waspada SMS Yang Mengandungi Pautan Phishing Berkaitan Lesen Memandu Untuk Tujuan Penipuan,1.0
Waspada Taktik Penipuan Yang Menggunakan Logo Dan Nama KWSP Berkenaan Dakwaan Peningkatan Pencen Sebanyak 57%,Waspada Taktik Penipuan Yang Menggunakan Logo Dan Nama KWSP Berkenaan Dakwaan Peningkatan Pencen Sebanyak 57%,1.0
Waspada Taktik Penipuan yang Menggunakan Nama Ketua Pegawai Eksekutif HASiL Melalui Aplikasi Permesejan WhatsApp,Waspada Taktik Penipuan yang Menggunakan Nama Ketua Pegawai Eksekutif HASiL Melalui Aplikasi Permesejan WhatsApp,1.0
Waspada Akaun TikTok Palsu Yang Menawarkan Bantuan Sebanyak RM200 Dalam MyKad Setiap Bulan Bagi Tahun 2024,Waspada Akaun TikTok Palsu Yang Menawarkan Bantuan Sebanyak RM200 Dalam MyKad Setiap Bulan Bagi Tahun 2024,1.0
Dakwaan 1.2 Juta Pelancong China Tidak Keluar Dari Malaysia Adalah Tidak Tepat,Dakwaan 1.2 Juta Pelancong China Tidak Keluar Dari Malaysia Adalah Tidak Tepat,1.0
Waspada Taktik Penipuan Yang Menghantar Pautan Berkenaan Bayaran Balik Pembayar Cukai,Waspada Taktik Penipuan Yang Menghantar Pautan Berkenaan Bayaran Balik Pembayar Cukai,1.0
Waspada Sebarang Promosi Alat Penjimatan Elektrik yang Tidak Diiktiraf,Waspada Sebarang Promosi Alat Penjimatan Elektrik yang Tidak Diiktiraf,1.0
Rakaman Video Penderaan Kanak-Kanak Lelaki Adalah Video Lama dan Ditularkan Semula,Rakaman Video Penderaan Kanak-Kanak Lelaki Adalah Video Lama dan Ditularkan Semula,1.0
Waspada Akaun-Akaun Palsu yang Menyamar Sebagai AGC,Waspada Akaun-Akaun Palsu yang Menyamar Sebagai AGC,1.0
Waspada Akaun-Akaun Palsu yang Menyamar Sebagai Kerabat Diraja Pahang di Pelbagai Platform Media Sosial,Waspada Akaun-Akaun Palsu yang Menyamar Sebagai Kerabat Diraja Pahang di Pelbagai Platform Media Sosial,1.0
Kerajaan Negeri Tidak Mempunyai Kuasa Untuk Mengeluarkan Kad Pengenalan Rasmi Negara,Kerajaan Negeri Tidak Mempunyai Kuasa Untuk Mengeluarkan Kad Pengenalan Rasmi Negara,1.0
Waspada Taktik Penipuan Yang Menawarkan Pengeluaran Akaun 1 Dan 2 KWSP,Waspada Taktik Penipuan Yang Menawarkan Pengeluaran Akaun 1 Dan 2 KWSP,1.0
Waspada Sebarang Tawaran Pinjaman Dan Pengeluaran KWSP Akaun 1 dan 2 Oleh Pihak Ketiga,Waspada Sebarang Tawaran Pinjaman Dan Pengeluaran KWSP Akaun 1 dan 2 Oleh Pihak Ketiga,1.0
"Bantuan RM1,200 Dikreditkan Ke Dalam MyKad Adalah Tidak Benar","Bantuan RM1,200 Dikreditkan Ke Dalam MyKad Adalah Tidak Benar",1.0
Bendera Malaysia Dikibarkan Secara Terbalik Di Sebuah Sekolah Adalah Insiden Pada Tahun 2020,Bendera Malaysia Dikibarkan Secara Terbalik Di Sebuah Sekolah Adalah Insiden Pada Tahun 2020,1.0
Dakwaan Nama Jalan Yap Ah Loy Ditukar Ke Jalan Palestin Adalah Tidak Benar,Dakwaan Nama Jalan Yap Ah Loy Ditukar Ke Jalan Palestin Adalah Tidak Benar,1.0
Waspada Pautan Palsu Berkaitan Bantuan Sumbangan Tunai Rahmah,Waspada Pautan Palsu Berkaitan Bantuan Sumbangan Tunai Rahmah,1.0
Waspada Individu Menyamar Sebagai Wakil PETRONAS Menawarkan Peluang Pelantikan Pengedar,Waspada Individu Menyamar Sebagai Wakil PETRONAS Menawarkan Peluang Pelantikan Pengedar,1.0
Sebaran Poster Mengenai Bantuan Kementerian Malaysia eMadani/Touch n’ Go eWallet 2024 Adalah Tidak Benar,Sebaran Poster Mengenai Bantuan Kementerian Malaysia eMadani/Touch n’ Go eWallet 2024 Adalah Tidak Benar,1.0
Waspada Taktik Penipuan Yang Menyamar Sebagai Pegawai BSN,Waspada Taktik Penipuan Yang Menyamar Sebagai Pegawai BSN,1.0
Waspada Halaman/ Akaun Media Sosial Palsu Yang Menyalahgunakan Nama dan Logo KPM,Waspada Halaman/ Akaun Media Sosial Palsu Yang Menyalahgunakan Nama dan Logo KPM,1.0
Waspada Terhadap Sebarang Bentuk Pelaburan Yang Ditawarkan Melalui Aplikasi Telegram,Waspada Terhadap Sebarang Bentuk Pelaburan Yang Ditawarkan Melalui Aplikasi Telegram,1.0
Waspada Ancaman Pancingan Data atau Mesej Palsu Ekoran Gangguan Global CrowdStrike,Waspada Ancaman Pancingan Data atau Mesej Palsu Ekoran Gangguan Global CrowdStrike,1.0
Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia,Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia,1.0
Resit Sesi Temuduga JPN Yang Ditularkan Adalah Tidak Benar,Resit Sesi Temuduga JPN Yang Ditularkan Adalah Tidak Benar,1.0
Iklan Pengambilan Jawatan PDRM Di Media Sosial Adalah Tidak Benar,Iklan Pengambilan Jawatan PDRM Di Media Sosial Adalah Tidak Benar,1.0
Waspada Akaun Palsu Yang Menyamar Sebagai Menteri MITI,Waspada Akaun Palsu Yang Menyamar Sebagai Menteri MITI,1.0
Surat Pembayaran Cukai Menggunakan Nama Ketua Pengarah Dan Logo JKDM Adalah Tidak Benar,Surat Pembayaran Cukai Menggunakan Nama Ketua Pengarah Dan Logo JKDM Adalah Tidak Benar,1.0
Cadangan Kenaikan RM10 Harga Konsultasi Di Klinik Awam Adalah Tidak Benar,Cadangan Kenaikan RM10 Harga Konsultasi Di Klinik Awam Adalah Tidak Benar,1.0
Penjelasan Isu ‘Program Permohonan Kewarganegaraan’,Penjelasan Isu ‘Program Permohonan Kewarganegaraan’,1.0
Waspada Taktik Penggodaman Telefon Melalui Muat Turun Fail .APK,Waspada Taktik Penggodaman Telefon Melalui Muat Turun Fail .APK,1.0
Waspada Panggilan Individu Yang Menyamar Sebagai Pegawai MCMC,Waspada Panggilan Individu Yang Menyamar Sebagai Pegawai MCMC,1.0
Waspada Panggilan Palsu Kononnya Dari Jabatan PADU,Waspada Panggilan Palsu Kononnya Dari Jabatan PADU,1.0
Dakwaan Malaysia Negara Asia Tenggara Pertama Dikenakan Sekatan Oleh Amerika Syarikat Adalah Tidak Benar,Dakwaan Malaysia Negara Asia Tenggara Pertama Dikenakan Sekatan Oleh Amerika Syarikat Adalah Tidak Benar,1.0
Penjelasan Perkhidmatan Urus Niaga Pembaharuan Cukai Jalan Ditawarkan Oleh BJAK,Penjelasan Perkhidmatan Urus Niaga Pembaharuan Cukai Jalan Ditawarkan Oleh BJAK,1.0
Penjelasan Berkenaan Penggunaan Bahan Peluntur/ Benzoil Peroksida Dalam Tepung Gandum,Penjelasan Berkenaan Penggunaan Bahan Peluntur/ Benzoil Peroksida Dalam Tepung Gandum,1.0
Waspada Tawaran Tunai Haji Menggunakan Visa Oleh Pihak Ketiga,Waspada Tawaran Tunai Haji Menggunakan Visa Oleh Pihak Ketiga,1.0
Makluman Kadar Kenaikan Gaji Penjawat Awam Adalah Tidak Benar,Makluman Kadar Kenaikan Gaji Penjawat Awam Adalah Tidak Benar,1.0
Waspada Produk Kingu Ginseng Candy Mengandungi Tadalafil,Waspada Produk Kingu Ginseng Candy Mengandungi Tadalafil,1.0
Waspada Akaun Palsu Menyalahgunakan Identiti KDYMM SPB YDP Agong,Waspada Akaun Palsu Menyalahgunakan Identiti KDYMM SPB YDP Agong,1.0
Dakwaan Tiada Penganjuran Majlis Tilawah Dan Hafazan Al-Quran Pada Tahun 2024 Adalah Tidak Benar,Dakwaan Tiada Penganjuran Majlis Tilawah Dan Hafazan Al-Quran Pada Tahun 2024 Adalah Tidak Benar,1.0
Khabar Angin Harga Petrol RON95 Dan Diesel Akan Naik Sebelum Aidilfitri Adalah Tidak Benar,Khabar Angin Harga Petrol RON95 Dan Diesel Akan Naik Sebelum Aidilfitri Adalah Tidak Benar,1.0
Penjelasan Mesej Tular Berkenaan Makanan Haiwan Ternakan,Penjelasan Mesej Tular Berkenaan Makanan Haiwan Ternakan,1.0
Mesej Tular Berhubung Pembatalan Penama KWSP Adalah Tidak Benar,Mesej Tular Berhubung Pembatalan Penama KWSP Adalah Tidak Benar,1.0
Kadar Pertukaran USD/MYR Yang Diterbitkan Oleh Google Pada 15 Mac 2024 Adalah Tidak Tepat,Kadar Pertukaran USD/MYR Yang Diterbitkan Oleh Google Pada 15 Mac 2024 Adalah Tidak Tepat,1.0
Paparan Gambar e-LMM Berlainan Di Aplikasi MyJPJ Kerana Masalah Teknikal,Paparan Gambar e-LMM Berlainan Di Aplikasi MyJPJ Kerana Masalah Teknikal,1.0
"Waspada Sindiket Penipuan Pelaburan Yang Menggunakan Nama, Logo & Nama CEO PETRONAS","Waspada Sindiket Penipuan Pelaburan Yang Menggunakan Nama, Logo & Nama CEO PETRONAS",1.0
Pembayaran STR Fasa 2 Masih Kekal Pada Bulan April 2024,Pembayaran STR Fasa 2 Masih Kekal Pada Bulan April 2024,1.0
Surat Dengan Logo MKN Yang Digunakan Oleh Individu Warga Asing Untuk Meminta Wang Adalah Tidak Benar,Surat Dengan Logo MKN Yang Digunakan Oleh Individu Warga Asing Untuk Meminta Wang Adalah Tidak Benar,1.0
Dakwaan Israel Bakal Jadikan Malaysia Sebagai Destinasi Pengecualian Visa Adalah Tidak Benar,Dakwaan Israel Bakal Jadikan Malaysia Sebagai Destinasi Pengecualian Visa Adalah Tidak Benar,1.0
Dakwaan Sistem PADU Digodam Adalah Tidak Benar,Dakwaan Sistem PADU Digodam Adalah Tidak Benar,1.0
Waspada Taktik Sindiket Penipuan Melalui Pautan Palsu Bantuan Sumbangan Tunai Rahmah (STR) 2024,Waspada Taktik Sindiket Penipuan Melalui Pautan Palsu Bantuan Sumbangan Tunai Rahmah (STR) 2024,1.0
Sebaran Dokumen Yang Didakwa Sebagai Dokumen Perjanjian Penasihat Agensi LAKSANA Adalah Tidak Benar,Sebaran Dokumen Yang Didakwa Sebagai Dokumen Perjanjian Penasihat Agensi LAKSANA Adalah Tidak Benar,1.0
Waspada Terhadap Skim Pelaburan Dalam Talian ‘Accerx.Com’,Waspada Terhadap Skim Pelaburan Dalam Talian ‘Accerx.Com’,1.0
Dakwaan Kehilangan Duit Dari Akaun Bank Selepas Daftar PADU Adalah Tidak Benar,Dakwaan Kehilangan Duit Dari Akaun Bank Selepas Daftar PADU Adalah Tidak Benar,1.0
Waspada Sebarang Tawaran Penggunaan Akaun Bank Anda,Waspada Sebarang Tawaran Penggunaan Akaun Bank Anda,1.0
Penjelasan Isu Status Halal Minuman Keluaran Jenama Yeo’s,Penjelasan Isu Status Halal Minuman Keluaran Jenama Yeo’s,1.0
Waspada Individu Yang Menyamar Sebagai Pegawai MCMC Melalui Panggilan Telefon,Waspada Individu Yang Menyamar Sebagai Pegawai MCMC Melalui Panggilan Telefon,1.0
Waspada Sindiket Penipuan Yang Menyamar Sebagai Pegawai NSRC Melalui Panggilan Telefon,Waspada Sindiket Penipuan Yang Menyamar Sebagai Pegawai NSRC Melalui Panggilan Telefon,1.0
Waspada Terhadap Sindiket Penipuan Meminta Untuk Memuat Turun Aplikasi Tidak Sah (APK) Pembelian Dalam Talian,Waspada Terhadap Sindiket Penipuan Meminta Untuk Memuat Turun Aplikasi Tidak Sah (APK) Pembelian Dalam Talian,1.0
"Waspada Dengan Video, Hantaran Atau Mesej Palsu Yang Menyalahgunakan Nama, Logo Atau Nama Pegawai Kanan BNM","Waspada Dengan Video, Hantaran Atau Mesej Palsu Yang Menyalahgunakan Nama, Logo Atau Nama Pegawai Kanan BNM",1.0
Laluan Persekutuan Kuantan – Segamat KM72 Masih Ditutup,Laluan Persekutuan Kuantan – Segamat KM72 Masih Ditutup,1.0
Waspada Sebarang Sebaran Kandungan Berkenaan Pengeluaran Khas KWSP 2024,Waspada Sebarang Sebaran Kandungan Berkenaan Pengeluaran Khas KWSP 2024,1.0
Waspada Panggilan Palsu Yang Menggunakan Nama Kementerian Komunikasi,Waspada Panggilan Palsu Yang Menggunakan Nama Kementerian Komunikasi,1.0
Waspada Terhadap Pelbagai Modus Operandi Penipuan Dalam Talian,Waspada Terhadap Pelbagai Modus Operandi Penipuan Dalam Talian,1.0
JPNIN Tidak Menyertai dan Menyokong Penganjuran Forum Rasionalism Belia Antarabangsa 2023,JPNIN Tidak Menyertai dan Menyokong Penganjuran Forum Rasionalism Belia Antarabangsa 2023,1.0
Bantuan Khas Kewangan RM1000 Dibayar Mulai 28 Disember 2023 Adalah Tidak Benar,Bantuan Khas Kewangan RM1000 Dibayar Mulai 28 Disember 2023 Adalah Tidak Benar,1.0
PDRM Tidak Pernah Mengeluarkan Sebarang Mesej Berkenaan Modus Operandi Penipuan ‘Sim Swap’,PDRM Tidak Pernah Mengeluarkan Sebarang Mesej Berkenaan Modus Operandi Penipuan ‘Sim Swap’,1.0
Notis Tular Kononnya JIM Akan Kenakan Tindakan Terhadap Pemandu Pengangkutan Awam Adalah Tidak Benar,Notis Tular Kononnya JIM Akan Kenakan Tindakan Terhadap Pemandu Pengangkutan Awam Adalah Tidak Benar,1.0
Penjelasan Pelaksanaan Cukai Jualan Barang Import Bernilai Rendah Dalam Talian,Penjelasan Pelaksanaan Cukai Jualan Barang Import Bernilai Rendah Dalam Talian,1.0
Tiada Perkhidmatan Melalui Orang Tengah Atau Ejen Bagi Sebarang Urusan Pendaftaran,Tiada Perkhidmatan Melalui Orang Tengah Atau Ejen Bagi Sebarang Urusan Pendaftaran,1.0
Dakwaan Menteri KKM Telah Tandatangani Perjanjian Vaksin Dengan WHO Adalah Tidak Benar,Dakwaan Menteri KKM Telah Tandatangani Perjanjian Vaksin Dengan WHO Adalah Tidak Benar,1.0
Waspada Produk-Produk Kosmetik Yang Mengandungi Racun Berjadual,Waspada Produk-Produk Kosmetik Yang Mengandungi Racun Berjadual,1.0
Dakwaan Bekas Banduan Berkenaan DSAI Di Penjara Sungai Buloh Adalah Tidak Benar,Dakwaan Bekas Banduan Berkenaan DSAI Di Penjara Sungai Buloh Adalah Tidak Benar,1.0
Dakwaan YAB TPM Dato’ Seri Ahmad Zahid Hamidi Letak Jawatan Kerana Masalah Kesihatan Adalah Tidak Benar,Dakwaan YAB TPM Dato’ Seri Ahmad Zahid Hamidi Letak Jawatan Kerana Masalah Kesihatan Adalah Tidak Benar,1.0
Waspada Cubaan Penipuan Berkaitan Program eMadani (e-Madani),Waspada Cubaan Penipuan Berkaitan Program eMadani (e-Madani),1.0
Dakwaan Peningkatan Kes COVID-19 Akibat Strain Virus Baharu Adalah Tidak Benar,Dakwaan Peningkatan Kes COVID-19 Akibat Strain Virus Baharu Adalah Tidak Benar,1.0
Bantuan E-wallet/MyKad Sebanyak RM300 Sebulan Untuk Isi Rumah Adalah Tidak Benar,Bantuan E-wallet/MyKad Sebanyak RM300 Sebulan Untuk Isi Rumah Adalah Tidak Benar,1.0
Produk Buah-Buahan Dalam Tin Keluaran Negara Thailand Tercemar Dengan Pembawa Virus AIDS Adalah Tidak Benar,Produk Buah-Buahan Dalam Tin Keluaran Negara Thailand Tercemar Dengan Pembawa Virus AIDS Adalah Tidak Benar,1.0
Waspada Sindiket Penipuan Lesen Memandu Tidak Sah Melalui Platform Media Sosial,Waspada Sindiket Penipuan Lesen Memandu Tidak Sah Melalui Platform Media Sosial,1.0
Waspada Laman Web Palsu Menggunakan Nama Dan Logo Tabung Haji,Waspada Laman Web Palsu Menggunakan Nama Dan Logo Tabung Haji,1.0
Dakwaan Kandang Khinzir Bersebelahan Dengan Kolam Ternakan Ikan Patin Adalah Video Lama,Dakwaan Kandang Khinzir Bersebelahan Dengan Kolam Ternakan Ikan Patin Adalah Video Lama,1.0
Waspada Laman Sesawang Palsu Bukan Bawah Kendalian Tabung Haji,Waspada Laman Sesawang Palsu Bukan Bawah Kendalian Tabung Haji,1.0
Dakwaan Vaksin ISR Bakal Disuntik Secara Paksa Adalah Tidak Benar,Dakwaan Vaksin ISR Bakal Disuntik Secara Paksa Adalah Tidak Benar,1.0
Waspada Sindiket Penipuan Iklan Mempromosikan Pelbagai Produk Berjenama Di Media Sosial,Waspada Sindiket Penipuan Iklan Mempromosikan Pelbagai Produk Berjenama Di Media Sosial,1.0
Penjelasan Notis Amaran Berjaga-jaga Dikeluarkan Oleh BNM Berkenaan Ancaman Kumpulan Penggodam,Penjelasan Notis Amaran Berjaga-jaga Dikeluarkan Oleh BNM Berkenaan Ancaman Kumpulan Penggodam,1.0
Penjelasan Pendaftaran Perkahwinan Sivil Oleh YB MDN Di Pejabat JPN Putrajaya,Penjelasan Pendaftaran Perkahwinan Sivil Oleh YB MDN Di Pejabat JPN Putrajaya,1.0
Waspada Pihak Yang Menyamar Sebagai Pegawai NSRC Melalui Panggilan Telefon Bagi Membantu Siasatan,Waspada Pihak Yang Menyamar Sebagai Pegawai NSRC Melalui Panggilan Telefon Bagi Membantu Siasatan,1.0
Waspada Halaman Media Sosial Yang Menggunakan Logo Tabung Haji,Waspada Halaman Media Sosial Yang Menggunakan Logo Tabung Haji,1.0
Penjelasan Perarakan Sambil Mengibarkan Bendera China,Penjelasan Perarakan Sambil Mengibarkan Bendera China,1.0
Waspada Dengan Sindiket Penipuan Tabung Derma Palestin,Waspada Dengan Sindiket Penipuan Tabung Derma Palestin,1.0
Penjelasan Hebahan Iklan Jawatan Kosong Pegawai Perkhidmatan Pendidikan (PPP) Gred DG41,Penjelasan Hebahan Iklan Jawatan Kosong Pegawai Perkhidmatan Pendidikan (PPP) Gred DG41,1.0
Kenyataan Menteri Pertanian dan Keterjaminan Makanan Berkenaan Isu Kenaikan Harga Beras Adalah Tidak Benar,Kenyataan Menteri Pertanian dan Keterjaminan Makanan Berkenaan Isu Kenaikan Harga Beras Adalah Tidak Benar,1.0
Penjelasan Berkaitan Dakwaan Salah Guna Kuasa Pengambilan Tanah Di Kudat Oleh Ketua Menteri Sabah,Penjelasan Berkaitan Dakwaan Salah Guna Kuasa Pengambilan Tanah Di Kudat Oleh Ketua Menteri Sabah,1.0
Dakwaan Jururawat Akan Disuntik Dengan Vaksin ‘Virus X’ Adalah Tidak Benar,Dakwaan Jururawat Akan Disuntik Dengan Vaksin ‘Virus X’ Adalah Tidak Benar,1.0
Waspada Dengan Sindiket Penipuan Yang Muat Naik Iklan Untuk Sewa Akaun Bank,Waspada Dengan Sindiket Penipuan Yang Muat Naik Iklan Untuk Sewa Akaun Bank,1.0
Pautan Untuk Menyemak Status Bantuan SARA RM200 Setiap Bulan Adalah Tidak Benar,Pautan Untuk Menyemak Status Bantuan SARA RM200 Setiap Bulan Adalah Tidak Benar,1.0
"Dakwaan Terdapat Bantuan Kewangan Sehingga RM2,000 Secara One-Off Untuk Pelajar IPT Adalah Tidak Benar","Dakwaan Terdapat Bantuan Kewangan Sehingga RM2,000 Secara One-Off Untuk Pelajar IPT Adalah Tidak Benar",1.0
Penjelasan Dakwaan Jumlah RM200 Mencukupi Bagi Perbelanjaan Membeli Barangan Dapur Untuk Sebulan,Penjelasan Dakwaan Jumlah RM200 Mencukupi Bagi Perbelanjaan Membeli Barangan Dapur Untuk Sebulan,1.0
"Dakwaan Tiada Lagi Ucapan Kalimah ‘Wallahi, Wabillahi, Watallahi’ Dalam Majlis Mengangkat Sumpah Ahli Parlimen Adalah Tidak Benar","Dakwaan Tiada Lagi Ucapan Kalimah ‘Wallahi, Wabillahi, Watallahi’ Dalam Majlis Mengangkat Sumpah Ahli Parlimen Adalah Tidak Benar",1.0
Pautan Untuk Memeriksa MyKad Untuk Memperoleh Wang Sehingga RM1000 Adalah Tidak Benar,Pautan Untuk Memeriksa MyKad Untuk Memperoleh Wang Sehingga RM1000 Adalah Tidak Benar,1.0
Video Kerja-Kerja Pembaikan Di Loji Rawatan Air Selangor Adalah Video Tahun 2021,Video Kerja-Kerja Pembaikan Di Loji Rawatan Air Selangor Adalah Video Tahun 2021,1.0
Dakwaan Terdapat Surat JAKIM Bagi Permohonan Kilang Luar Negara Adalah Tidak Benar,Dakwaan Terdapat Surat JAKIM Bagi Permohonan Kilang Luar Negara Adalah Tidak Benar,1.0
Mesej Tular Mengaitkan KPPA & Anak-Anaknya Adalah Tidak Benar,Mesej Tular Mengaitkan KPPA & Anak-Anaknya Adalah Tidak Benar,1.0
Waspada Penyalahgunaan Nama Dan Logo Suruhanjaya Sekuriti Malaysia Oleh Penyamar,Waspada Penyalahgunaan Nama Dan Logo Suruhanjaya Sekuriti Malaysia Oleh Penyamar,1.0
Dakwaan Terdapat Bantuan Tunai Rakyat RM600 Dikreditkan Sebelum Akhir Bulan Adalah Tidak Benar,Dakwaan Terdapat Bantuan Tunai Rakyat RM600 Dikreditkan Sebelum Akhir Bulan Adalah Tidak Benar,1.0
